store,date,sales
5,2015-06-27,2692
5,2015-06-28,2793
5,2015-06-29,1876
5,2015-06-30,2242
5,2015-07-01,2292
5,2015-07-02,2460
5,2015-07-03,2685
5,2015-07-04,2969
5,2015-07-05,2914
5,2015-07-06,2115
5,2015-07-07,2310
5,2015-07-08,2407
5,2015-07-09,2525
5,2015-07-10,2675
5,2015-07-11,2864
5,2015-07-12,3206
5,2015-07-13,2013
5,2015-07-14,2406
5,2015-07-15,2387
5,2015-07-16,2438
5,2015-07-17,2659
5,2015-07-18,2873
5,2015-07-19,3064
5,2015-07-20,2027
5,2015-07-21,2402
5,2015-07-22,2302
5,2015-07-23,2432
5,2015-07-24,2627
5,2015-07-25,2936
5,2015-07-26,3105
5,2015-07-27,2060
5,2015-07-28,2356
5,2015-07-29,2369
5,2015-07-30,2590
5,2015-07-31,2729
5,2015-08-01,2545
5,2015-08-02,2684
5,2015-08-03,1857
5,2015-08-04,1979
5,2015-08-05,2017
5,2015-08-06,2290
5,2015-08-07,2383
5,2015-08-08,2528
5,2015-08-09,2723
5,2015-08-10,1770
5,2015-08-11,2062
5,2015-08-12,2078
5,2015-08-13,2212
5,2015-08-14,2313
5,2015-08-15,2517
5,2015-08-16,2606
5,2015-08-17,1844
5,2015-08-18,2051
5,2015-08-19,2090
5,2015-08-20,2221
5,2015-08-21,2400
5,2015-08-22,2506
5,2015-08-23,2688
5,2015-08-24,1783
5,2015-08-25,2131
5,2015-08-26,1988
5,2015-08-27,2276
5,2015-08-28,2277
5,2015-08-29,2550
5,2015-08-30,2710
5,2015-08-31,1729
5,2015-09-01,1916
5,2015-09-02,1948
5,2015-09-03,2125
5,2015-09-04,2203
5,2015-09-05,2244
5,2015-09-06,2455
5,2015-09-07,1664
5,2015-09-08,1910
5,2015-09-09,2029
5,2015-09-10,2073
5,2015-09-11,2196
5,2015-09-12,2324
5,2015-09-13,2536
5,2015-09-14,1622
5,2015-09-15,1965
5,2015-09-16,2065
5,2015-09-17,2071
5,2015-09-18,2220
5,2015-09-19,2361
5,2015-09-20,2500
5,2015-09-21,1660
5,2015-09-22,1919
5,2015-09-23,1968
5,2015-09-24,2146
5,2015-09-25,2267
5,2015-09-26,2316
5,2015-09-27,2537
5,2015-09-28,1650
5,2015-09-29,1962
5,2015-09-30,1900
5,2015-10-01,1952
5,2015-10-02,1967
5,2015-10-03,2187
5,2015-10-04,2336
5,2015-10-05,1612
5,2015-10-06,1794
5,2015-10-07,1853
5,2015-10-08,1929
5,2015-10-09,2006
5,2015-10-10,2153
5,2015-10-11,2228
5,2015-10-12,1519
5,2015-10-13,1766
5,2015-10-14,1780
5,2015-10-15,1886
5,2015-10-16,2069
5,2015-10-17,2115
5,2015-10-18,2367
5,2015-10-19,1538
5,2015-10-20,1776
5,2015-10-21,1788
5,2015-10-22,1944
5,2015-10-23,2032
5,2015-10-24,2154
5,2015-10-25,2304
5,2015-10-26,1479
5,2015-10-27,1721
5,2015-10-28,1697
5,2015-10-29,1934
5,2015-10-30,2132
5,2015-10-31,2215
5,2015-11-01,2416
5,2015-11-02,1637
5,2015-11-03,1917
5,2015-11-04,1975
5,2015-11-05,2081
5,2015-11-06,2165
5,2015-11-07,2377
5,2015-11-08,2579
5,2015-11-09,1574
5,2015-11-10,1907
5,2015-11-11,1921
5,2015-11-12,2076
5,2015-11-13,2177
5,2015-11-14,2432
5,2015-11-15,2473
5,2015-11-16,1645
5,2015-11-17,1956
5,2015-11-18,1920
5,2015-11-19,2142
5,2015-11-20,2330
5,2015-11-21,2343
5,2015-11-22,2490
5,2015-11-23,1616
5,2015-11-24,1946
5,2015-11-25,1958
5,2015-11-26,2102
5,2015-11-27,2207
5,2015-11-28,2312
5,2015-11-29,2530
5,2015-11-30,1695
5,2015-12-01,1393
5,2015-12-02,1322
5,2015-12-03,1472
5,2015-12-04,1591
5,2015-12-05,1694
5,2015-12-06,1829
5,2015-12-07,1243
5,2015-12-08,1397
5,2015-12-09,1448
5,2015-12-10,1458
5,2015-12-11,1606
5,2015-12-12,1609
5,2015-12-13,1726
5,2015-12-14,1227
5,2015-12-15,1326
5,2015-12-16,1377
5,2015-12-17,1466
5,2015-12-18,1618
5,2015-12-19,1642
5,2015-12-20,1849
5,2015-12-21,1255
5,2015-12-22,1377
5,2015-12-23,1344
5,2015-12-24,1501
5,2015-12-25,1528
5,2015-12-26,1692
5,2015-12-27,1766
5,2015-12-28,1218
5,2015-12-29,1381
5,2015-12-30,1423
5,2015-12-31,1511
5,2016-01-01,1546
5,2016-01-02,1658
5,2016-01-03,1724
5,2016-01-04,1144
5,2016-01-05,1331
5,2016-01-06,1385
5,2016-01-07,1416
5,2016-01-08,1495
5,2016-01-09,1598
5,2016-01-10,1782
5,2016-01-11,1160
5,2016-01-12,1334
5,2016-01-13,1339
5,2016-01-14,1514
5,2016-01-15,1526
5,2016-01-16,1656
5,2016-01-17,1792
5,2016-01-18,1154
5,2016-01-19,1386
5,2016-01-20,1416
5,2016-01-21,1502
5,2016-01-22,1561
5,2016-01-23,1630
5,2016-01-24,1706
5,2016-01-25,1144
5,2016-01-26,1367
5,2016-01-27,1307
5,2016-01-28,1442
5,2016-01-29,1558
5,2016-01-30,1575
5,2016-01-31,1706
5,2016-02-01,1290
5,2016-02-02,1468
5,2016-02-03,1512
5,2016-02-04,1672
5,2016-02-05,1732
5,2016-02-06,1820
5,2016-02-07,1988
5,2016-02-08,1299
5,2016-02-09,1471
5,2016-02-10,1517
5,2016-02-11,1627
5,2016-02-12,1687
5,2016-02-13,1783
5,2016-02-14,1888
5,2016-02-15,1269
5,2016-02-16,1527
5,2016-02-17,1546
5,2016-02-18,1680
5,2016-02-19,1752
5,2016-02-20,1804
5,2016-02-21,2052
5,2016-02-22,1312
5,2016-02-23,1554
5,2016-02-24,1490
5,2016-02-25,1631
5,2016-02-26,1773
5,2016-02-27,1887
5,2016-02-28,1900
5,2016-02-29,1280
5,2016-03-01,1823
5,2016-03-02,1841
5,2016-03-03,1945
5,2016-03-04,2051
5,2016-03-05,2205
5,2016-03-06,2291
5,2016-03-07,1565
5,2016-03-08,1833
5,2016-03-09,1875
5,2016-03-10,1941
5,2016-03-11,2079
5,2016-03-12,2149
5,2016-03-13,2370
5,2016-03-14,1611
5,2016-03-15,1756
5,2016-03-16,1809
5,2016-03-17,1964
5,2016-03-18,1976
5,2016-03-19,2193
5,2016-03-20,2243
5,2016-03-21,1554
5,2016-03-22,1890
5,2016-03-23,1855
5,2016-03-24,1942
5,2016-03-25,2065
5,2016-03-26,2125
5,2016-03-27,2232
5,2016-03-28,1532
5,2016-03-29,1720
5,2016-03-30,1768
5,2016-03-31,1896
5,2016-04-01,2390
5,2016-04-02,2581
5,2016-04-03,2793
5,2016-04-04,1861
5,2016-04-05,2115
5,2016-04-06,2105
5,2016-04-07,2287
5,2016-04-08,2450
5,2016-04-09,2549
5,2016-04-10,2662
5,2016-04-11,1701
5,2016-04-12,2139
5,2016-04-13,2101
5,2016-04-14,2193
5,2016-04-15,2415
5,2016-04-16,2459
5,2016-04-17,2736
5,2016-04-18,1777
5,2016-04-19,2110
5,2016-04-20,2044
5,2016-04-21,2284
5,2016-04-22,2362
5,2016-04-23,2509
5,2016-04-24,2653
5,2016-04-25,1757
5,2016-04-26,2114
5,2016-04-27,2096
5,2016-04-28,2169
5,2016-04-29,2412
5,2016-04-30,2585
5,2016-05-01,2883
5,2016-05-02,1931
5,2016-05-03,2174
5,2016-05-04,2289
5,2016-05-05,2424
5,2016-05-06,2606
5,2016-05-07,2712
5,2016-05-08,2960
5,2016-05-09,2015
5,2016-05-10,2221
5,2016-05-11,2247
5,2016-05-12,2466
5,2016-05-13,2565
5,2016-05-14,2636
5,2016-05-15,2919
5,2016-05-16,2004
5,2016-05-17,2261
5,2016-05-18,2259
5,2016-05-19,2419
5,2016-05-20,2618
5,2016-05-21,2711
5,2016-05-22,2865
5,2016-05-23,1901
5,2016-05-24,2218
5,2016-05-25,2275
5,2016-05-26,2340
5,2016-05-27,2630
5,2016-05-28,2834
5,2016-05-29,2968
5,2016-05-30,1837
5,2016-05-31,2247
5,2016-06-01,2476
5,2016-06-02,2609
5,2016-06-03,2762
5,2016-06-04,2911
5,2016-06-05,3079
5,2016-06-06,2107
5,2016-06-07,2415
5,2016-06-08,2391
5,2016-06-09,2587
5,2016-06-10,2802
5,2016-06-11,2971
5,2016-06-12,3046
5,2016-06-13,2022
5,2016-06-14,2419
5,2016-06-15,2382
5,2016-06-16,2548
5,2016-06-17,2763
5,2016-06-18,2914
5,2016-06-19,3132
5,2016-06-20,2049
5,2016-06-21,2310
5,2016-06-22,2394
5,2016-06-23,2662
5,2016-06-24,2716
5,2016-06-25,2914
5,2016-06-26,3129
5,2016-06-27,2035
5,2016-06-28,2435
5,2016-06-29,2441
5,2016-06-30,2581
5,2016-07-01,2910
5,2016-07-02,2967
5,2016-07-03,3416
5,2016-07-04,2218
5,2016-07-05,2497
5,2016-07-06,2586
5,2016-07-07,2803
5,2016-07-08,2919
5,2016-07-09,3040
5,2016-07-10,3286
5,2016-07-11,2170
5,2016-07-12,2551
5,2016-07-13,2493
5,2016-07-14,2673
5,2016-07-15,2916
5,2016-07-16,3174
5,2016-07-17,3271
5,2016-07-18,2244
5,2016-07-19,2545
5,2016-07-20,2548
5,2016-07-21,2923
5,2016-07-22,2907
5,2016-07-23,3063
5,2016-07-24,3185
5,2016-07-25,2140
5,2016-07-26,2443
5,2016-07-27,2543
5,2016-07-28,2679
5,2016-07-29,2989
5,2016-07-30,3044
5,2016-07-31,3323
5,2016-08-01,1982
5,2016-08-02,2255
5,2016-08-03,2287
5,2016-08-04,2459
5,2016-08-05,2644
5,2016-08-06,2842
5,2016-08-07,2886
5,2016-08-08,1929
5,2016-08-09,2288
5,2016-08-10,2225
5,2016-08-11,2383
5,2016-08-12,2590
5,2016-08-13,2684
5,2016-08-14,2969
5,2016-08-15,1868
5,2016-08-16,2200
5,2016-08-17,2268
5,2016-08-18,2353
5,2016-08-19,2589
5,2016-08-20,2685
5,2016-08-21,2844
5,2016-08-22,1881
5,2016-08-23,2263
5,2016-08-24,2269
5,2016-08-25,2472
5,2016-08-26,2506
5,2016-08-27,2669
5,2016-08-28,2854
5,2016-08-29,1893
5,2016-08-30,2339
5,2016-08-31,2276
5,2016-09-01,2288
5,2016-09-02,2425
5,2016-09-03,2448
5,2016-09-04,2633
5,2016-09-05,1798
5,2016-09-06,2034
5,2016-09-07,2189
5,2016-09-08,2271
5,2016-09-09,2333
5,2016-09-10,2581
5,2016-09-11,2659
5,2016-09-12,1744
5,2016-09-13,2155
5,2016-09-14,2118
5,2016-09-15,2289
5,2016-09-16,2390
5,2016-09-17,2523
5,2016-09-18,2717
5,2016-09-19,1827
5,2016-09-20,2101
5,2016-09-21,2107
5,2016-09-22,2299
5,2016-09-23,2383
5,2016-09-24,2549
5,2016-09-25,2697
5,2016-09-26,1764
5,2016-09-27,2110
5,2016-09-28,2142
5,2016-09-29,2224
5,2016-09-30,2347
5,2016-10-01,2407
5,2016-10-02,2624
5,2016-10-03,1728
5,2016-10-04,1991
5,2016-10-05,1939
5,2016-10-06,2148
5,2016-10-07,2297
5,2016-10-08,2449
5,2016-10-09,2561
5,2016-10-10,1648
5,2016-10-11,2008
5,2016-10-12,1927
5,2016-10-13,2081
5,2016-10-14,2221
5,2016-10-15,2362
5,2016-10-16,2509
5,2016-10-17,1722
5,2016-10-18,2001
5,2016-10-19,1989
5,2016-10-20,2121
5,2016-10-21,2231
5,2016-10-22,2376
5,2016-10-23,2462
5,2016-10-24,1691
5,2016-10-25,1960
5,2016-10-26,1924
5,2016-10-27,2084
5,2016-10-28,2214
5,2016-10-29,2339
5,2016-10-30,2535
5,2016-10-31,1742
5,2016-11-01,2109
5,2016-11-02,2092
5,2016-11-03,2223
5,2016-11-04,2446
5,2016-11-05,2655
5,2016-11-06,2700
5,2016-11-07,1851
5,2016-11-08,2120
5,2016-11-09,2083
5,2016-11-10,2240
5,2016-11-11,2382
5,2016-11-12,2523
5,2016-11-13,2778
5,2016-11-14,1784
5,2016-11-15,2108
5,2016-11-16,2079
5,2016-11-17,2293
5,2016-11-18,2423
5,2016-11-19,2544
5,2016-11-20,2691
5,2016-11-21,1881
5,2016-11-22,2032
5,2016-11-23,2074
5,2016-11-24,2289
5,2016-11-25,2488
5,2016-11-26,2631
5,2016-11-27,2733
5,2016-11-28,1730
5,2016-11-29,2083
5,2016-11-30,2110
5,2016-12-01,1586
5,2016-12-02,1658
5,2016-12-03,1813
5,2016-12-04,1931
5,2016-12-05,1305
5,2016-12-06,1476
5,2016-12-07,1550
5,2016-12-08,1530
5,2016-12-09,1740
5,2016-12-10,1806
5,2016-12-11,1988
5,2016-12-12,1287
5,2016-12-13,1483
5,2016-12-14,1476
5,2016-12-15,1646
5,2016-12-16,1694
5,2016-12-17,1923
5,2016-12-18,1938
5,2016-12-19,1250
5,2016-12-20,1558
5,2016-12-21,1486
5,2016-12-22,1634
5,2016-12-23,1684
5,2016-12-24,1873
5,2016-12-25,1899
5,2016-12-26,1228
5,2016-12-27,1467
5,2016-12-28,1473
5,2016-12-29,1574
5,2016-12-30,1765
5,2016-12-31,1811
5,2017-01-01,1819
5,2017-01-02,1218
5,2017-01-03,1456
5,2017-01-04,1350
5,2017-01-05,1529
5,2017-01-06,1568
5,2017-01-07,1698
5,2017-01-08,1781
5,2017-01-09,1191
5,2017-01-10,1388
5,2017-01-11,1413
5,2017-01-12,1537
5,2017-01-13,1710
5,2017-01-14,1738
5,2017-01-15,1771
5,2017-01-16,1155
5,2017-01-17,1398
5,2017-01-18,1378
5,2017-01-19,1492
5,2017-01-20,1593
5,2017-01-21,1664
5,2017-01-22,1781
5,2017-01-23,1150
5,2017-01-24,1351
5,2017-01-25,1427
5,2017-01-26,1489
5,2017-01-27,1619
5,2017-01-28,1699
5,2017-01-29,1867
5,2017-01-30,1184
5,2017-01-31,1398
5,2017-02-01,1580
5,2017-02-02,1643
5,2017-02-03,1820
5,2017-02-04,1837
5,2017-02-05,1949
5,2017-02-06,1341
5,2017-02-07,1501
5,2017-02-08,1538
5,2017-02-09,1669
5,2017-02-10,1835
5,2017-02-11,1959
5,2017-02-12,2055
5,2017-02-13,1364
5,2017-02-14,1548
5,2017-02-15,1466
5,2017-02-16,1637
5,2017-02-17,1866
5,2017-02-18,1865
5,2017-02-19,1994
5,2017-02-20,1343
5,2017-02-21,1594
5,2017-02-22,1542
5,2017-02-23,1743
5,2017-02-24,1795
5,2017-02-25,1875
5,2017-02-26,2074
5,2017-02-27,1361
5,2017-02-28,1561
5,2017-03-01,1834
5,2017-03-02,2022
5,2017-03-03,2099
5,2017-03-04,2243
5,2017-03-05,2400
5,2017-03-06,1615
5,2017-03-07,1916
5,2017-03-08,1918
5,2017-03-09,1972
5,2017-03-10,2119
5,2017-03-11,2294
5,2017-03-12,2421
5,2017-03-13,1589
5,2017-03-14,1915
5,2017-03-15,1870
5,2017-03-16,1989
5,2017-03-17,2162
5,2017-03-18,2295
5,2017-03-19,2402
5,2017-03-20,1563
5,2017-03-21,1892
5,2017-03-22,1855
5,2017-03-23,1960
5,2017-03-24,2132
5,2017-03-25,2357
5,2017-03-26,2417
5,2017-03-27,1587
5,2017-03-28,1922
5,2017-03-29,1847
5,2017-03-30,2021
5,2017-03-31,2183
5,2017-04-01,2664
5,2017-04-02,2743
5,2017-04-03,1939
5,2017-04-04,2156
5,2017-04-05,2180
5,2017-04-06,2393
5,2017-04-07,2534
5,2017-04-08,2720
5,2017-04-09,2787
5,2017-04-10,1861
5,2017-04-11,2210
5,2017-04-12,2165
5,2017-04-13,2329
5,2017-04-14,2469
5,2017-04-15,2660
5,2017-04-16,2859
5,2017-04-17,1826
5,2017-04-18,2157
5,2017-04-19,2184
5,2017-04-20,2273
5,2017-04-21,2448
5,2017-04-22,2625
5,2017-04-23,2844
5,2017-04-24,1827
5,2017-04-25,2144
5,2017-04-26,2121
5,2017-04-27,2368
5,2017-04-28,2549
5,2017-04-29,2652
5,2017-04-30,2763
5,2017-05-01,2080
5,2017-05-02,2333
5,2017-05-03,2285
5,2017-05-04,2532
5,2017-05-05,2713
5,2017-05-06,2843
5,2017-05-07,3005
5,2017-05-08,2029
5,2017-05-09,2343
5,2017-05-10,2321
5,2017-05-11,2473
5,2017-05-12,2690
5,2017-05-13,2872
5,2017-05-14,2991
5,2017-05-15,2040
5,2017-05-16,2291
5,2017-05-17,2270
5,2017-05-18,2523
5,2017-05-19,2665
5,2017-05-20,2906
5,2017-05-21,3051
5,2017-05-22,2038
5,2017-05-23,2454
5,2017-05-24,2332
5,2017-05-25,2551
5,2017-05-26,2712
5,2017-05-27,2796
5,2017-05-28,2913
5,2017-05-29,2005
5,2017-05-30,2267
5,2017-05-31,2460
5,2017-06-01,2741
5,2017-06-02,2797
5,2017-06-03,3106
5,2017-06-04,3161
5,2017-06-05,2143
5,2017-06-06,2471
5,2017-06-07,2548
5,2017-06-08,2717
5,2017-06-09,2883
5,2017-06-10,3073
5,2017-06-11,3180
5,2017-06-12,2135
5,2017-06-13,2476
5,2017-06-14,2443
5,2017-06-15,2654
5,2017-06-16,2844
5,2017-06-17,3147
5,2017-06-18,3085
5,2017-06-19,2140
5,2017-06-20,2508
5,2017-06-21,2442
5,2017-06-22,2598
5,2017-06-23,2902
5,2017-06-24,3009
5,2017-06-25,3157
5,2017-06-26,2200
5,2017-06-27,2547
5,2017-06-28,2451
5,2017-06-29,2766
5,2017-06-30,2872
5,2017-07-01,3241
5,2017-07-02,3475
5,2017-07-03,2206
5,2017-07-04,2631
5,2017-07-05,2660
5,2017-07-06,2756
5,2017-07-07,3014
5,2017-07-08,3119
5,2017-07-09,3386
5,2017-07-10,2296
5,2017-07-11,2625
5,2017-07-12,2689
5,2017-07-13,2867
5,2017-07-14,3097
5,2017-07-15,3232
5,2017-07-16,3323
5,2017-07-17,2271
5,2017-07-18,2601
5,2017-07-19,2708
5,2017-07-20,2939
5,2017-07-21,2992
5,2017-07-22,3205
5,2017-07-23,3414
5,2017-07-24,2290
5,2017-07-25,2685
5,2017-07-26,2676
5,2017-07-27,2903
5,2017-07-28,2996
5,2017-07-29,3175
5,2017-07-30,3427
5,2017-07-31,2318
5,2017-08-01,2357
5,2017-08-02,2332
5,2017-08-03,2521
5,2017-08-04,2629
5,2017-08-05,2754
5,2017-08-06,2931
5,2017-08-07,2078
5,2017-08-08,2361
5,2017-08-09,2453
5,2017-08-10,2525
5,2017-08-11,2574
5,2017-08-12,2924
5,2017-08-13,2945
5,2017-08-14,1970
5,2017-08-15,2358
5,2017-08-16,2389
5,2017-08-17,2569
5,2017-08-18,2686
5,2017-08-19,2904
5,2017-08-20,3066
5,2017-08-21,2137
5,2017-08-22,2238
5,2017-08-23,2257
5,2017-08-24,2449
5,2017-08-25,2631
5,2017-08-26,2848
5,2017-08-27,2969
5,2017-08-28,2080
5,2017-08-29,2301
5,2017-08-30,2275
5,2017-08-31,2480
5,2017-09-01,2464
5,2017-09-02,2687
5,2017-09-03,2826
5,2017-09-04,1972
5,2017-09-05,2175
5,2017-09-06,2271
5,2017-09-07,2278
5,2017-09-08,2500
5,2017-09-09,2726
5,2017-09-10,2769
5,2017-09-11,1848
5,2017-09-12,2174
5,2017-09-13,2222
5,2017-09-14,2380
5,2017-09-15,2403
5,2017-09-16,2643
5,2017-09-17,2748
5,2017-09-18,1904
5,2017-09-19,2275
5,2017-09-20,2207
5,2017-09-21,2368
5,2017-09-22,2486
5,2017-09-23,2593
5,2017-09-24,2761
5,2017-09-25,1901
5,2017-09-26,2174
5,2017-09-27,2267
5,2017-09-28,2309
5,2017-09-29,2456
5,2017-09-30,2653
5,2017-10-01,2542
5,2017-10-02,1765
5,2017-10-03,2054
5,2017-10-04,1998
5,2017-10-05,2155
5,2017-10-06,2267
5,2017-10-07,2388
5,2017-10-08,2680
5,2017-10-09,1754
5,2017-10-10,1953
5,2017-10-11,2109
5,2017-10-12,2193
5,2017-10-13,2263
5,2017-10-14,2522
5,2017-10-15,2695
5,2017-10-16,1720
5,2017-10-17,2056
5,2017-10-18,2024
5,2017-10-19,2170
5,2017-10-20,2359
5,2017-10-21,2491
5,2017-10-22,2536
5,2017-10-23,1696
5,2017-10-24,1929
5,2017-10-25,2026
5,2017-10-26,2201
5,2017-10-27,2260
5,2017-10-28,2488
5,2017-10-29,2647
5,2017-10-30,1807
5,2017-10-31,2039
5,2017-11-01,2159
5,2017-11-02,2385
5,2017-11-03,2537
5,2017-11-04,2676
5,2017-11-05,2879
5,2017-11-06,1904
5,2017-11-07,2237
5,2017-11-08,2213
5,2017-11-09,2381
5,2017-11-10,2552
5,2017-11-11,2601
5,2017-11-12,2787
5,2017-11-13,1881
5,2017-11-14,2142
5,2017-11-15,2062
5,2017-11-16,2312
5,2017-11-17,2421
5,2017-11-18,2779
5,2017-11-19,2703
5,2017-11-20,1818
5,2017-11-21,2147
5,2017-11-22,2170
5,2017-11-23,2303
5,2017-11-24,2477
5,2017-11-25,2724
5,2017-11-26,2738
5,2017-11-27,1844
5,2017-11-28,2200
5,2017-11-29,2180
5,2017-11-30,2357
5,2017-12-01,1756
5,2017-12-02,1881
5,2017-12-03,2031
5,2017-12-04,1322
5,2017-12-05,1487
5,2017-12-06,1517
5,2017-12-07,1666
5,2017-12-08,1807
5,2017-12-09,1885
5,2017-12-10,1969
5,2017-12-11,1333
5,2017-12-12,1506
5,2017-12-13,1607
5,2017-12-14,1693
5,2017-12-15,1800
5,2017-12-16,1814
5,2017-12-17,2078
5,2017-12-18,1338
5,2017-12-19,1561
5,2017-12-20,1549
5,2017-12-21,1649
5,2017-12-22,1775
5,2017-12-23,1832
5,2017-12-24,1930
5,2017-12-25,1298
5,2017-12-26,1607
5,2017-12-27,1552
5,2017-12-28,1696
5,2017-12-29,1774
5,2017-12-30,1922
5,2017-12-31,1974
6,2013-01-01,1099
6,2013-01-02,1023
6,2013-01-03,1149
6,2013-01-04,1201
6,2013-01-05,1286
6,2013-01-06,1359
6,2013-01-07,908
6,2013-01-08,1002
6,2013-01-09,1025
6,2013-01-10,1177
6,2013-01-11,1148
6,2013-01-12,1291
6,2013-01-13,1366
6,2013-01-14,888
6,2013-01-15,1095
6,2013-01-16,1000
6,2013-01-17,1118
6,2013-01-18,1177
6,2013-01-19,1255
6,2013-01-20,1361
6,2013-01-21,845
6,2013-01-22,1095
6,2013-01-23,1104
6,2013-01-24,1079
6,2013-01-25,1216
6,2013-01-26,1262
6,2013-01-27,1331
6,2013-01-28,863
6,2013-01-29,1079
6,2013-01-30,1022
6,2013-01-31,1120
6,2013-02-01,1338
6,2013-02-02,1359
6,2013-02-03,1524
6,2013-02-04,1011
6,2013-02-05,1172
6,2013-02-06,1135
6,2013-02-07,1189
6,2013-02-08,1330
6,2013-02-09,1426
6,2013-02-10,1442
6,2013-02-11,1011
6,2013-02-12,1114
6,2013-02-13,1118
6,2013-02-14,1256
6,2013-02-15,1327
6,2013-02-16,1398
6,2013-02-17,1498
6,2013-02-18,965
6,2013-02-19,1162
6,2013-02-20,1163
6,2013-02-21,1160
6,2013-02-22,1279
6,2013-02-23,1462
6,2013-02-24,1462
6,2013-02-25,966
6,2013-02-26,1182
6,2013-02-27,1146
6,2013-02-28,1213
6,2013-03-01,1681
6,2013-03-02,1702
6,2013-03-03,1798
6,2013-03-04,1248
6,2013-03-05,1363
6,2013-03-06,1418
6,2013-03-07,1495
6,2013-03-08,1611
6,2013-03-09,1658
6,2013-03-10,1748
6,2013-03-11,1163
6,2013-03-12,1360
6,2013-03-13,1424
6,2013-03-14,1477
6,2013-03-15,1599
6,2013-03-16,1679
6,2013-03-17,1747
6,2013-03-18,1186
6,2013-03-19,1351
6,2013-03-20,1390
6,2013-03-21,1442
6,2013-03-22,1619
6,2013-03-23,1660
6,2013-03-24,1742
6,2013-03-25,1238
6,2013-03-26,1376
6,2013-03-27,1401
6,2013-03-28,1546
6,2013-03-29,1576
6,2013-03-30,1733
6,2013-03-31,1783
6,2013-04-01,1359
6,2013-04-02,1647
6,2013-04-03,1583
6,2013-04-04,1774
6,2013-04-05,1876
6,2013-04-06,1964
6,2013-04-07,2060
6,2013-04-08,1375
6,2013-04-09,1579
6,2013-04-10,1598
6,2013-04-11,1712
6,2013-04-12,1837
6,2013-04-13,1894
6,2013-04-14,1982
6,2013-04-15,1340
6,2013-04-16,1634
6,2013-04-17,1635
6,2013-04-18,1716
6,2013-04-19,1861
6,2013-04-20,1963
6,2013-04-21,2072
6,2013-04-22,1375
6,2013-04-23,1617
6,2013-04-24,1640
6,2013-04-25,1719
6,2013-04-26,1818
6,2013-04-27,1881
6,2013-04-28,2094
6,2013-04-29,1379
6,2013-04-30,1663
6,2013-05-01,1763
6,2013-05-02,1768
6,2013-05-03,1996
6,2013-05-04,2151
6,2013-05-05,2231
6,2013-05-06,1488
6,2013-05-07,1731
6,2013-05-08,1725
6,2013-05-09,1793
6,2013-05-10,1930
6,2013-05-11,1991
6,2013-05-12,2196
6,2013-05-13,1461
6,2013-05-14,1733
6,2013-05-15,1752
6,2013-05-16,1857
6,2013-05-17,1935
6,2013-05-18,2098
6,2013-05-19,2275
6,2013-05-20,1459
6,2013-05-21,1703
6,2013-05-22,1698
6,2013-05-23,1898
6,2013-05-24,1949
6,2013-05-25,2085
6,2013-05-26,2220
6,2013-05-27,1491
6,2013-05-28,1775
6,2013-05-29,1772
6,2013-05-30,1874
6,2013-05-31,1934
6,2013-06-01,2232
6,2013-06-02,2248
6,2013-06-03,1572
6,2013-06-04,1824
6,2013-06-05,1805
6,2013-06-06,2004
6,2013-06-07,2168
6,2013-06-08,2236
6,2013-06-09,2426
6,2013-06-10,1584
6,2013-06-11,1898
6,2013-06-12,1834
6,2013-06-13,2011
6,2013-06-14,2144
6,2013-06-15,2213
6,2013-06-16,2355
6,2013-06-17,1632
6,2013-06-18,1896
6,2013-06-19,1847
6,2013-06-20,2000
6,2013-06-21,2117
6,2013-06-22,2310
6,2013-06-23,2372
6,2013-06-24,1592
6,2013-06-25,1877
6,2013-06-26,1786
6,2013-06-27,1993
6,2013-06-28,2100
6,2013-06-29,2301
6,2013-06-30,2335
6,2013-07-01,1740
6,2013-07-02,1958
6,2013-07-03,1973
6,2013-07-04,2095
6,2013-07-05,2230
6,2013-07-06,2323
6,2013-07-07,2569
6,2013-07-08,1729
6,2013-07-09,1968
6,2013-07-10,1996
6,2013-07-11,2175
6,2013-07-12,2271
6,2013-07-13,2432
6,2013-07-14,2487
6,2013-07-15,1677
6,2013-07-16,1946
6,2013-07-17,1918
6,2013-07-18,2073
6,2013-07-19,2186
6,2013-07-20,2363
6,2013-07-21,2469
6,2013-07-22,1636
6,2013-07-23,1937
6,2013-07-24,2030
6,2013-07-25,2066
6,2013-07-26,2322
6,2013-07-27,2396
6,2013-07-28,2495
6,2013-07-29,1584
6,2013-07-30,1963
6,2013-07-31,1966
6,2013-08-01,1814
6,2013-08-02,2010
6,2013-08-03,2110
6,2013-08-04,2274
6,2013-08-05,1437
6,2013-08-06,1713
6,2013-08-07,1747
6,2013-08-08,1835
6,2013-08-09,1954
6,2013-08-10,2161
6,2013-08-11,2205
6,2013-08-12,1392
6,2013-08-13,1753
6,2013-08-14,1770
6,2013-08-15,1851
6,2013-08-16,1962
6,2013-08-17,2096
6,2013-08-18,2260
6,2013-08-19,1473
6,2013-08-20,1789
6,2013-08-21,1702
6,2013-08-22,1861
6,2013-08-23,2026
6,2013-08-24,2113
6,2013-08-25,2296
6,2013-08-26,1483
6,2013-08-27,1711
6,2013-08-28,1778
6,2013-08-29,1908
6,2013-08-30,1920
6,2013-08-31,2039
6,2013-09-01,2055
6,2013-09-02,1394
6,2013-09-03,1570
6,2013-09-04,1679
